x1	x2	x3	y
5.2187515178736	12.5202305206904	40.5107000747126	41.9981295787709
9.49136312820728	0.83183731647521	56.936928397454	44.4611051149402
5.3273536527569	64.4444158828529	22.4969234799691	33.0590634272295
6.77838851732795	40.8487906974525	5.55143905706065	26.0744488349854
6.18867804768836	5.72584277345166	6.70847740682539	25.3033046761711
6.32228802773524	16.0106170551077	5.49594566920849	23.8354083983426
0.621712972567947	0.378973905133257	9.01772176801687	29.8349824101132
6.56082194712738	15.2021227803992	3.03627679146566	27.6215232293583
3.53229080295825	20.7044237765345	18.5752174048047	33.3096364066577
3.6141700711529	48.4519424713076	5.5685451169619	24.9077513237659
1.61087049982191	66.2115579716488	9.43031093765194	28.2704247764383
5.53846871846987	8.82887585002437	7.977058667249	25.8744820206485
1.8372767082274	54.1789218989143	13.7353184665836	31.657291596892
4.44709670743117	73.2374647112759	18.439811933954	40.2164663702774
6.35642262119244	10.2776987954794	11.8561273060305	31.1496996429649
2.50860595952892	66.5126105732636	12.8872910796789	37.5119937852967
7.42183959763277	43.2852993636441	41.7195840830953	41.5631069869434
5.64451934059614	6.91260544487167	44.0277609631979	46.9202576170747
5.85088510577501	69.6257737510353	20.8523704316393	36.1195459721629
5.15167438578632	35.9147333621262	11.3243671198277	27.9484917876177
4.23921351211064	3.09884179973935	7.12556808938533	19.1774024336311
5.84785503010453	36.3251700679089	5.59869904567749	22.6087261296511
5.29190367527679	162.279006560527	16.8246245675711	34.5122788919033
3.25808694968455	99.3651795106006	3.22498963375968	30.4464974074808
4.19599705768858	14.5070828678662	26.2569499745327	34.086071917774
4.46626611091659	28.776352630181	16.8538780296666	40.6989568775379
6.37096348669438	40.6612941645997	19.1533957343664	34.557263663753
4.24754156661066	20.7764680827872	16.7392564153598	31.2431205212567
3.1699391046076	2.98948211548039	21.1197226642802	29.8564736552971
3.7662598042585	52.8774097674189	4.08030279813878	27.0312361672056
4.07545902993043	23.5301370320882	13.469583133749	31.4098511978794
8.35957226950941	106.64768413971	11.8541398946374	40.129590213152
9.80857347594725	56.4121998086361	1.69831103301187	24.5555241205461
5.85675014467114	126.441007562183	4.17237072114576	26.782591807877
3.91366074130344	108.437101310309	14.0285344300543	33.9166839316956
5.25902228156419	57.3657153575608	4.72462812221353	27.1721193671727
4.65115062475079	47.810172946138	3.69783946792183	34.1778412864617
7.75295022854169	3.57740344872927	33.0950911189425	41.5178631793704
5.86283919421491	24.1071828022393	6.16726398466687	28.2364504587552
7.42327722915013	15.1755704421221	52.5627415720906	56.3394437458739
4.931056829205	40.7257030063844	18.9274805580142	42.9527719576014
4.92836685431292	33.9066411631461	5.83490020541434	29.7232851188337
3.22284791446313	7.09507194525792	9.12765950232008	28.6828719735845
5.99875953213375	16.377516013947	17.6918070138466	28.4697479083675
4.64663256297875	41.3052959000019	23.522540280048	41.2727961032864
7.60558366395781	56.0417936778535	5.52552438122738	28.0683458051842
1.38068171154961	3.08792656811766	0.263004340368102	21.2221323750795
2.86668459334791	53.8287827250639	13.0625626425753	33.4999007071416
4.94668797903054	10.9848756469051	1.54272472816218	19.1290534485923
7.56923259010097	19.4631317748081	33.6086082021226	40.7821843970433
3.60491424105985	186.284108765493	33.8700185861479	47.3764893149838
8.75993273809602	13.1730966983781	6.14001629363623	26.8339671898399
3.26558465847354	34.5133430437299	39.7621062069842	51.2652526032032
6.82757385094459	0.455386128976453	24.4321768172152	26.8756897335454
3.79061879851599	86.7580317924282	0.256028298075257	33.5834244648343
4.32456969541714	39.2076138053451	1.5894893364174	21.2797084588735
4.00645024263787	35.936184081192	4.91776548803732	31.0623742619216
4.8875411279998	120.119040106854	13.6388428437843	30.1696285853859
6.97088093106558	21.7279589187393	7.63084679114623	27.4296704899305
5.56437220562099	10.4523955529277	9.25928037021516	32.6501497056542
3.98597242806841	49.1307869566326	37.8748242604977	49.2157964298781
3.95675696484184	72.0528112852801	27.0616202318965	43.2358084189287
4.67303366038194	25.035570453581	41.040525332035	45.6044338076657
1.78858916360474	47.5959894159389	25.7035579638705	41.7262983630961
5.23817328429532	3.65078442175058	5.52611549168246	17.8758243386702
7.35435754464555	43.598032278552	29.7455921213777	35.680087730819
6.49694252588092	87.4852205641213	33.0761983074099	45.5352089219213
8.11531865304375	57.0039389672996	0.212414051441176	28.7969341382588
5.08817093174661	16.0445822599843	9.9302620165857	29.0978343581016
5.44118998343252	6.46944553988073	0.124831864795653	22.6472279137543
3.0677380754547	27.8159123060889	37.5990385545586	44.0728863140362
2.36461329900755	157.582514469519	48.50389548763	58.0802004044269
3.66608109215259	75.6589927175095	13.7101367068129	30.775338873011
5.68448818122743	127.980628808089	13.6305573502896	34.6385610663432
