"pred1"	"pred2"	"pred3"	"pred4"	"response"
1.27652430961757	6.54428690291907	1.37452996863745	0.00893752617807483	18.469127301382
1.90075989891014	9.23843475710817	5.84336464715914	1.82813760000924	29.3555959509867
3.08528933588834	5.20619594715205	2.19047567579207	0.0643856342446816	18.315338466864
2.71896590450606	4.07166106330786	-1.04689207921468	0.404089242280743	14.8465893007363
5.71690672290815	5.28304973318126	2.01987815049555	0.04411286978323	22.930500673508
2.927017038894	9.5728323442103	5.23834120207835	0.304630845720059	31.3015481023363
0.713672117879821	3.38622331344744	3.32304266237956	0.303937638424737	8.02874654480983
2.68580878683278	7.98585590424879	3.54079416650888	0.391891763363866	25.1015638813993
0.362163315137786	3.79590958648153	1.67512172398698	0.181992046790849	8.89785075066763
2.42493192146308	1.70448110738176	3.9752069365344	0.661282610501436	7.1975864855177
2.58960147710157	1.90681246601443	1.10643795481648	0.095877913738134	8.21525599725587
6.040415841625	8.25071988457765	1.73553003631894	0.0430373008938289	32.8274862132892
5.45870910590765	5.75360376236606	4.60968035535105	0.160247052351139	24.0239984688303
-0.35964557907527	4.5094552270347	6.65756618771254	0.607714794967711	8.25445673414003
4.8801180451822	8.40737855457886	3.08073967460841	0.305774451616753	31.9276415894376
6.55223451237559	6.63155810595096	1.9368311897535	0.252610098559521	29.6574408718159
1.1932652805947	9.67438764065439	3.40288162980966	0.358603248331079	27.9513113210984
2.55856369760544	5.21458711927728	3.11512087957042	0.224659322618053	16.1347163855389
1.68785690707427	7.54608126556996	3.47953588131127	0.26450700722179	21.9216542811755
3.85906547747697	5.37875737043416	2.81651206415532	0.162013939271534	20.2745102912458
1.75806011232083	3.02967226702904	2.65536123961329	0.0116609915758791	9.10389282690117
5.35789684378308	4.59558681466347	5.51969428446458	0.536123028647268	19.9970621126753
3.59701995574222	9.94154934735369	3.62725772177995	0.200156794557621	33.4802015863594
5.35808823564978	8.64914553020334	1.51662889237093	0.839738807419487	33.530932631939
1.11165959274163	8.99812739397004	3.66214595476386	0.301552706777594	24.5774417239093
4.83621544288392	7.69060695733546	5.46338577077994	0.288145630261433	28.7797555115511
2.7076226646215	5.44424701047897	3.28186211773816	0.272062902891188	18.0880232698702
2.3427514021665	8.40043944463336	0.293602249460071	0.304712556836592	27.2907714990029
